,Tweets,Cleaned_Tweets
541,"Due to BJP's poor administration according to government data, Jharkhand Bihar, Haryana and Uttarakhand have reported power shortages of over 3 percent each.
#PowerShortageInIndia","Due to BJP's poor administration according to government data, Jharkhand Bihar, Haryana and Uttarakhand have reported power shortages of over 3 percent each."
542,"Power Crisis Gujarat Government Mandates industries to shut a day every week! Failure of BJP Govt!
#PowerShortageInIndia",Power Crisis Gujarat Government Mandates industries to shut a day every week! Failure of BJP Govt!
543,"Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. 
#PowerShortageInIndia","Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. "
544,"The Ilayaraja Issue is a weapon in the hands of the BJP to cover up all this with the rise in electricity and petrol prices. 
#PowerShortageInIndia",The Ilayaraja Issue is a weapon in the hands of the BJP to cover up all this with the rise in electricity and petrol prices. 
545,"India is in darkness... The BJP is falsely propagating that India is bright
#PowerShortageInIndia",India is in darkness... The BJP is falsely propagating that India is bright
546,"Due to BJP's poor administration according to government data, Jharkhand Bihar, Haryana and Uttarakhand have reported power shortages of over 3 percent each.
#PowerShortageInIndia","Due to BJP's poor administration according to government data, Jharkhand Bihar, Haryana and Uttarakhand have reported power shortages of over 3 percent each."
547,"Oppo Pad and Oppo Reno 8 smartphone tipped to launch in India this year: Details inside - Times of India
Read Full News here : https://t.co/WwTtluCWbe
#CivilServicesDay 
#PowerShortageInIndia 
#AyushGlobalSummit 
#MIvsCSK
https://t.co/HPywfMVsYm",Oppo Pad and Oppo Reno 8 smartphone tipped to launch in India this year: Details inside - Times of IndiaRead Full News here :    
548,"Power crisis likely to worsen in as many as 12 states due to low coal stocks
#PowerShortageInIndia",Power crisis likely to worsen in as many as 12 states due to low coal stocks
549,"Severe power shortage in 12 states include Gujarat, UP and Maharashtra due to lack of coal supply by the union govt.
#PowerShortageInIndia https://t.co/mRzetfHuet","Severe power shortage in 12 states include Gujarat, UP and Maharashtra due to lack of coal supply by the union govt. "
550,"BJP leader and Bokaro MLA Pranji Narayan were not worried about the long power cut. ""The JMM-Congress-RJD government has not taken the power crisis seriously,"" the MLA said contemptuously.
#PowerShortageInIndia","BJP leader and Bokaro MLA Pranji Narayan were not worried about the long power cut. ""The JMM-Congress-RJD government has not taken the power crisis seriously,"" the MLA said contemptuously."
551,"Andhra Pradesh, Karnataka, Bihar, Madhya Pradesh, Jharkhand, Punjab, Haryana, Rajasthan, Telangana and Uttar Pradesh have started seeing power cuts over the last few days Due to mismanagement &amp; poor administration of BJP.
#PowerShortageInIndia","Andhra Pradesh, Karnataka, Bihar, Madhya Pradesh, Jharkhand, Punjab, Haryana, Rajasthan, Telangana and Uttar Pradesh have started seeing power cuts over the last few days Due to mismanagement &amp; poor administration of BJP."
552,"There has been a power shortage across the country.

The focus of the U.S. government on bulldozers should be on the people and the administration a little bit.
#PowerShortageInIndia https://t.co/35Cjf5dX3w",There has been a power shortage across the country.The focus of the U.S. government on bulldozers should be on the people and the administration a little bit. 
553,"Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. 
#PowerShortageInIndia","Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. "
554,"Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. 
#PowerShortageInIndia","Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. "
555,"We all slept on the terrace of the house during Summer time cuz of #PowerShortageInIndia
One of the best things we have done in our childhood.

U can come up with ur childhood memories in comment below👇 https://t.co/roRqoqYpLi",We all slept on the terrace of the house during Summer time cuz of One of the best things we have done in our childhood.U can come up with ur childhood memories in comment below👇 
556,"India is in danger of sinking into darkness due to the Modi government's negligence!
#PowerShortageInIndia",India is in danger of sinking into darkness due to the Modi government's negligence!
557,"India is in danger of sinking into darkness due to the Modi government's negligence!
#PowerShortageInIndia",India is in danger of sinking into darkness due to the Modi government's negligence!
558,"SpaceX Completes Falcon 9 Critical Static Fire Test in Preparation for NASA Crew-4 Launch - SciTechDaily
Read Full News here : https://t.co/WwTtluCWbe
#CivilServicesDay 
#PowerShortageInIndia 
#AyushGlobalSummit 
#MIvsCSK
https://t.co/rtu75SE35R",SpaceX Completes Falcon 9 Critical Static Fire Test in Preparation for NASA Crew-4 Launch - SciTechDailyRead Full News here :    
559,"The several States are expected to face coal shortages, which leads to power shortages in the coming weeks with India entering peak power demand season. Experts predict that high global thermal coal prices leads to a crisis
#PowerShortageInIndia","The several States are expected to face coal shortages, which leads to power shortages in the coming weeks with India entering peak power demand season. Experts predict that high global thermal coal prices leads to a crisis"
560,"India is in darkness... The BJP is falsely propagating that India is bright
#PowerShortageInIndia",India is in darkness... The BJP is falsely propagating that India is bright
561,"DVC power facility is not available for MSMEs or small industries making them depend on electricity supplied by the state electricity department. Failure of Modi Govt!
#PowerShortageInIndia",DVC power facility is not available for MSMEs or small industries making them depend on electricity supplied by the state electricity department. Failure of Modi Govt!
562,"Explosion at Joburg substation could lead to another week of electricity woes - News24
Read Full News here : https://t.co/WwTtluCWbe
#CivilServicesDay 
#PowerShortageInIndia 
#AyushGlobalSummit 
#MIvsCSK
https://t.co/b4BxA6v89q",Explosion at Joburg substation could lead to another week of electricity woes - News24Read Full News here :    
563,"Andhra Pradesh, Karnataka, Bihar, Madhya Pradesh, Jharkhand, Punjab, Haryana, Rajasthan, Telangana and Uttar Pradesh have started seeing power cuts over the last few days Due to mismanagement &amp; poor administration of BJP.
#PowerShortageInIndia","Andhra Pradesh, Karnataka, Bihar, Madhya Pradesh, Jharkhand, Punjab, Haryana, Rajasthan, Telangana and Uttar Pradesh have started seeing power cuts over the last few days Due to mismanagement &amp; poor administration of BJP."
